m c
0.6221500555448816 -0.25293191744810484
0.6016042972309155 -0.052173640929225495
0.5780619165870674 0.09931807872080745
0.3702916644279285 0.9022169105967124
0.6014302487187972 -0.4376570314091044
0.6064175564022931 -0.3870192518522897
0.5655132171864141 0.11515908541712871
0.5311291501155824 0.3376906290840225
0.38401996438992525 0.6935344206845104
0.5907193980662151 -0.3749024121422684
0.5919179544746594 -0.15756366409231015
0.47743907937005015 0.008643946209858644
0.5796632082187432 -0.03883275770197292
0.5564852172492636 -0.3110210556566928
0.5689071635965459 -0.3351035017181041
0.5875404801783193 -0.16392874933437018
0.3905123001061457 0.7491153741228693
0.5875557396550193 -0.17152053723285854
0.4983179926372163 -0.07956405081812967
0.5146967924863989 -0.15233965333528077
0.4906641255948208 -0.040479003096880906
0.4666818176320977 0.6374812897952413
0.5130365114787512 -0.1411863350610909
0.44053106556228266 0.2537535161712503
0.4415132912241727 0.7247237557732449
0.5091990761935916 -0.11852688599602912
0.5858572862105422 -0.22747969345427177
0.399797961437545 0.7746598034373573
0.4279960845990021 0.34957648835865296
0.5835411019118625 -0.2536138596318791
0.41274130003590875 0.7813116416181369
0.5754472051788118 -0.06312497589085542
0.5776143714094856 -0.2844093178235876
0.4011296067770125 0.6077279656435195
0.46417753160425446 0.6331955254647958
0.5578397412001938 0.09469176858897121
0.4795154604422814 0.033123209000652576
0.44310878078324023 0.24939955237428357
0.4443928165838223 0.2410258391704061
0.40550247896801866 0.7675808445416652
0.485556348744437 0.006961703297348354
0.41794637141021224 0.7593782325291412
0.5203684852197941 -0.149251803475845
0.43747252772034206 0.7173409664802581
0.46376991577975035 0.13262256184465882
0.4443424723296836 0.25451128663816336
0.5615254583742862 0.04531089883484185
0.44567264461657874 0.2473724861794535
0.4045878613244242 0.6182465450511283
0.5779208758987726 -0.1784238901936832
0.40603208962578075 0.7224680182298435
0.5760165924572949 -0.21617701580012416
0.5112972627593926 0.3832200287886862
0.5246451648013215 0.3040389387592026
0.43152743411821837 0.7156237721083496
0.4811662119490101 0.5355943230159284
0.4402837616107816 0.29362146118837007
0.5740317902605105 -0.1204711849671889
0.40580363265849456 0.6881800326492677
0.41718537169042347 0.48455609250492504
0.5725095716135686 -0.10111811122878223
0.4099207229190835 0.7184096314771544
0.44655608790809087 0.6693761003474257
0.5404012084262009 -0.19827097514506486
0.5654670368320708 -0.017597536072595954
0.4619529201079487 0.1593404040491353
0.5006726043197922 0.4329208510314788
0.5485807542252258 -0.21610259137529986
0.41083520128624673 0.7106183469389933
0.42020207014694005 0.46300661531702403
0.5632509566189902 -0.2326459061665047
0.5401736522517193 -0.19437561909533851
0.44481308452307255 0.26992364304101724
0.5668153728277071 -0.22857109710447365
0.5187436582818716 0.32982596868246894
0.42641520793819043 0.7138496324500236
0.5688781227185454 -0.21900646136092816
0.4438022414274968 0.2789238519827206
0.41109032846207094 0.7033169551643002
0.40836795604274234 0.6304890097163809
0.557473417671838 -0.2243272228537796
0.4107360622668568 0.6961597949161566
0.41035796829618526 0.5908266571158469
0.4934278132691472 0.4657494477860551
0.4112273214199524 0.5781695393652186
0.5244457422104996 0.29044352235449944
0.4105512473159196 0.595359405655167
0.48342532033290897 0.045981672957746245
0.5582952083175128 -0.21739103796187154
0.4534595871781788 0.6340726450525405
0.48426959216603394 0.5064261167556734
0.5005146845092195 -0.034827432017627835
0.5111408822065787 -0.08117838405396527
0.5635877904641283 -0.02521320438921615
0.5159894345092 0.33628581010708425
0.42452714811370684 0.699426328663268
0.41364182519376735 0.5669352618278354
0.4227046427571946 0.4627875161415882
0.4457644403211152 0.2781668041553549
0.5569186707232618 -0.20649547737723295
0.5396904622078742 0.17657099604597004
0.5084975442505815 -0.06436626578316096
0.5402395715699078 0.1719573642589256
0.54785678218995 0.11131450949444543
0.47511809824479007 0.5384412480442586
0.5553995816476787 -0.19676821486226848
0.5654174067246164 -0.07537075376454072
0.5618981515371048 -0.027124513620108148
0.41391904544349684 0.6439102063171616
0.41900247749405295 0.5174616325119783
0.545453692923084 -0.181797865525952
0.42153799080702986 0.6819008739360859
0.42996076908997455 0.6778227072884713
0.5665742836740424 -0.12716433825742035
0.4437655762141183 0.6492640338060824
0.4466871089066661 0.28223232739410165
0.4598583793323135 0.19582751767455386
0.43153524515539354 0.6742187801780406
0.558364742653044 -0.18776571328416014
0.41514962745161976 0.6049463984962569
0.5390337372571635 -0.16187432060763873
0.4920502354890372 0.019908284978267243
0.5554789695145192 0.030684842421801584
0.4156845401460957 0.6321884080612885
0.5621836326052162 -0.048670432410558684
0.5574104756361161 0.009378724527404625
0.4707611922754744 0.5499319397576641
0.4883610910132118 0.4695501146002923
0.4582679994938478 0.21100777324591347
0.5424189888473712 0.13923035502329428
0.5623825620978171 -0.15898184577244767
0.49708543714427367 0.42349543324510197
0.5495337759330017 0.07906017546740074
0.4823162826311372 0.07375484448726244
0.5408474768547776 0.14975304110237841
0.5433474514296408 0.1296123201951347
0.5101015364163236 0.3509723441425687
0.5316336655915398 -0.13395337883883385
0.520519950900318 -0.0964607302179421
0.5156812821592047 0.3174180937860078
0.44821836524650277 0.6252591045488582
0.55653322527879 -0.17046286282342615
0.41802143911721157 0.5881826829630437
0.4300542653798268 0.4279094419722247
0.5614119979907908 -0.06414092337252186
0.43301900014773476 0.6567174001758245
0.5629036644702131 -0.11386387690485034
0.42066571118775126 0.6450847344206792
0.5096946009911919 -0.05137184729498245
0.5625358012291357 -0.10913154990684548
0.48963345182327733 0.4563329540807306
0.42428517064644566 0.4905457329138212
0.43261464932405025 0.40805564148141027
0.5548539754283909 -0.16421397505054558
0.4415410590240556 0.6372260043573212
0.5598060286093708 -0.14675936863209826
0.5073522492518434 0.35914475215918484
0.5605662817596049 -0.08212025264334044
0.4841174786079674 0.07384095299681315
0.5596100041148196 -0.061890353515880125
0.559161110423751 -0.13819134536365918
0.5311795339909198 -0.12229848119003428
0.5516943061132085 0.04033075735021274
0.4496042424364447 0.6110173742670306
0.4475872840336518 0.6160152571909574
0.46270889888449607 0.19725831602114186
0.42253190489688597 0.5349042538693669
0.4471482206510383 0.30134916555990277
0.43569516549985426 0.639878693855652
0.5102639274894639 -0.04569814196969513
0.42285186909827466 0.6257800077431139
0.5575289994171302 -0.037025741871229645
0.47449102111652813 0.5182978488083569
0.45494683900195504 0.24911766174732852
0.4408423523069861 0.3517135677194472
0.4516543372115867 0.27215372084939915
0.42187582406819324 0.564626508483101
0.46151861318652565 0.20755132897580575
0.46696414981927287 0.5476821515377681
0.4387233371322402 0.3695954818204541
0.48995020277600826 0.44505139876548583
0.4430420032758414 0.3363187503144074
0.5130987689836788 0.3184452944045826
0.4303988274692869 0.6363652626509104
0.5332785446978238 0.18593078670421193
0.5551126568534741 -0.013338553368194006
0.4696921222218186 0.5346417661924363
0.426096347572423 0.628156857916955
0.422323530252175 0.5865095580166879
0.4896722972049704 0.44483485159634073
0.5416792397512559 -0.1381653545968009
0.5574433523374627 -0.12024554187672476
0.5417112407805484 0.11937605078911506
0.42294619536255273 0.5998542077983418
0.47426521578952696 0.13476264791367898
0.5519675293803866 -0.1422130482077959
0.453471160223497 0.5915875957117098
0.4320509294204711 0.6315541215768556
0.5112012315674125 -0.04332511520313531
0.5505861205184389 0.03471781035740573
0.5575710360421569 -0.07053624192053909
0.5076361650579215 0.34733807362057423
0.49545939087787394 0.0260353017154058
0.46962766371708037 0.16331966522650276
0.5299502166261966 0.20564515422661467
0.4280938464211262 0.6249804361578324
0.44610395143390447 0.3193007298993922
0.5292061981649363 -0.10437239810187893
0.4245741059216582 0.5395538877342068
0.5274617737736275 0.2213388005175294
0.4656959589466198 0.5454297449195411
0.429429420432127 0.47013014805956876
0.4359422736026785 0.40518111938867696
0.4599225815740654 0.22592189141147134
0.4261360954599669 0.5184199956833018
0.5428301936096562 0.10104080984747776
0.537610888163575 -0.12222699341020071
0.52315760696129 0.24786031204203285
0.5241294487592806 0.24124786533421716
0.5562300377637326 -0.09161572716248823
0.5525340386990606 -0.1262813099961928
0.424726091333352 0.5742047140879234
0.4475153131195063 0.6007775270331095
0.44961746125181357 0.29865201683519116
0.5025896732658046 -0.0014162991529729219
0.4921629998488824 0.047182589990989676
0.555843807672361 -0.07129419217482713
0.4312626419220772 0.45741349642050944
0.4404684743125322 0.6124850508482909
0.4343015926307038 0.6170306317817849
0.45894301838034857 0.23682262665515674
0.4262611317676735 0.5341858060931077
0.539784379305986 0.12110861983753685
0.5346919985123353 0.16160256051409938
0.5501413416597818 -0.1227016775530525
0.4273818821397769 0.5980629465956122
0.467688821542869 0.18340291701106715
0.5084872006571264 -0.023131632300079197
0.5514949704043287 -0.11586331225529678
0.47482461818301874 0.14221526779847693
0.5431468292228202 0.08946331598075075
0.5095553758772255 -0.026545958264704295
0.5494862233232977 0.023690974339716675
0.538605371863934 0.12777384375851586
0.4875866778347996 0.44289476889113555
0.426610927754951 0.5591768070101746
0.4491563394309928 0.5894742421635031
0.5242202567091061 0.23343797549943668
0.5070818115158219 -0.01502023154454668
0.44665553096711275 0.5946407807174299
0.5404734221640424 -0.11463719193053734
0.549369829154822 0.017401763437737028
0.4660325268202149 0.5332059366413926
